gene_name	HQ10E1	HQ10E2	HQE1	HQE2	HQ_ST1	HQ_ST2	PWE1	PWE2	PW_ST1	PW_ST2
Phatr3_J47234	152	134	244	110	94	104	159	114	31	66
Phatr3_J47235	824	1032	1073	633	867	1122	702	714	622	978
Phatr3_EG01170	519	616	738	466	605	633	418	411	388	380
Phatr3_J47237	423	487	799	445	338	411	321	362	197	282
Phatr3_J21456	917	1163	1600	938	836	645	800	838	504	539
Phatr3_J47239	0	1	2	4	72	78	0	1	61	364
Phatr3_EG00885	122	114	124	124	87	108	211	252	2632	9642
Phatr3_EG02301	10019	11687	7046	6206	4268	6764	11276	10484	7573	9446
Phatr3_J37393	101	136	181	98	246	416	118	64	156	149
Phatr3_J47242	463	580	443	258	1177	1100	497	428	599	573
Phatr3_J47243	390	604	806	406	547	494	419	395	424	320
Phatr3_EG00921	127	149	143	109	87	37	92	105	74	43
Phatr3_J47245	306	363	490	328	313	374	245	346	269	296
Phatr3_J47246	475	685	707	399	565	628	440	393	412	503
Phatr3_J37399	84	87	88	48	88	145	64	38	57	79
Phatr3_EG00895	0	0	0	0	0	0	0	0	0	0
Phatr3_EG00874	0	0	0	0	0	0	0	0	0	0
Phatr3_EG00891	0	0	0	0	0	0	0	0	0	0
Phatr3_EG00867	0	0	0	0	0	0	0	2	0	0
Phatr3_EG00866	0	0	0	1	0	0	0	0	2	11
Phatr3_EG00913	0	1	1	0	0	0	1	0	0	0
Phatr3_EG00944	0	0	0	0	0	0	0	0	0	0
Phatr3_J37400	0	0	0	0	0	0	0	0	0	0
Phatr3_EG00910	0	0	0	0	0	0	0	0	0	0
Phatr3_J37401	0	0	0	0	0	0	0	0	0	0
Phatr3_EG02022	0	0	0	0	0	0	0	0	0	0
Phatr3_EG02020	0	0	0	0	0	0	0	0	0	0
Phatr3_EG00916	0	0	0	0	0	0	0	0	0	1
Phatr3_EG00918	0	0	0	0	0	0	0	0	0	0
Phatr3_EG00903	0	0	0	0	0	0	0	0	0	0
EPrPhatr3G00000013174	1709	988	1153	1820	1057	1211	769	2215	858	1040
Phatr3_J37403	0	0	0	0	0	0	0	0	0	0
Phatr3_EG00893	0	0	0	0	0	0	0	0	0	0
Phatr3_EG00894	0	0	0	0	0	0	0	0	0	0
Phatr3_EG00872	0	0	0	0	0	0	0	0	0	0
Phatr3_EG00896	0	0	0	0	0	0	0	0	0	0
Phatr3_EG00898	43	41	49	32	7	3	33	52	5	4
EPrPhatr3G00000013183	55110	49071	61884	41850	62520	67089	18170	83041	61339	68580
Phatr3_EG00919	0	0	0	0	0	0	1	0	0	0
Phatr3_J37404	0	0	2	0	0	0	2	0	0	0
Phatr3_EG00917	0	0	0	0	0	0	0	0	0	0
Phatr3_J37405	0	0	0	0	0	0	0	0	0	0
Phatr3_EG02023	0	0	0	0	0	0	0	0	0	0
Phatr3_EG02019	0	0	0	0	0	0	0	0	0	0
Phatr3_J47247	2112	2496	2883	1911	1996	2544	1767	1875	1854	2345
Phatr3_J37408	0	0	0	0	0	1	0	0	0	0
Phatr3_EG00937	0	0	0	0	0	0	0	0	0	0
Phatr3_J54709	1513	1706	2381	1525	2741	2478	1231	1234	2490	2056
Phatr3_J47249	727	958	866	651	822	950	843	817	609	738
Phatr3_J47250	1009	1150	1391	969	619	771	851	779	303	579
Phatr3_J28585	1066	1284	1316	935	1405	1815	1366	1335	689	683
Phatr3_J47252	332	349	446	332	838	1055	413	381	316	584
Phatr3_EG00881	231	283	225	136	69	117	233	198	46	96
Phatr3_J47253	894	926	1165	805	1491	1877	702	667	958	1282
Phatr3_J47254	577	582	822	625	490	642	428	550	304	594
Phatr3_J47255	1060	1299	1140	797	1000	1247	1075	875	733	908
Phatr3_J37417	317	358	407	257	171	318	291	288	95	217
Phatr3_J47256	189	242	123	103	3931	5430	167	126	1757	1327
Phatr3_EG02299	1008	1201	1492	1022	2383	2947	961	1128	2993	2763
Phatr3_J47258	651	792	1073	648	1080	1011	780	811	874	920
Phatr3_EG00908	7	0	0	5	1	1	0	6	0	5
Phatr3_J54710	672	798	330	203	242	353	1109	733	115	298
Phatr3_J47259	1017	1161	589	364	868	1000	1207	947	609	791
Phatr3_EG00922	11	3	5	4	74	30	9	12	16	17
Phatr3_J8524	0	0	0	0	0	0	0	0	0	0
Phatr3_EG00936	0	0	1	1	37	11	0	0	4	4
Phatr3_EG00904	0	0	1	1	45	14	1	0	2	2
Phatr3_J47260	2	4	6	5	971	575	0	4	38	130
Phatr3_J37425	20	47	54	31	446	287	26	68	159	162
Phatr3_EG00938	5	20	18	10	1692	1004	4	64	113	272
Phatr3_J52198	2445	2695	2226	1831	1059	1355	1951	1976	1179	1365
Phatr3_J47263	624	722	964	633	407	624	441	441	162	411
Phatr3_EG02016	435	445	537	412	96	98	312	373	40	79
Phatr3_EG02017	1818	2213	2807	1579	566	719	1370	1433	247	517
Phatr3_EG00883	510	506	685	437	398	508	369	464	254	437
Phatr3_J47265	912	1041	1247	728	713	641	580	614	401	459
Phatr3_J14145	1815	1924	526	386	863	954	3322	1808	591	1139
Phatr3_J52200	3059	3559	5010	3029	662	876	2281	2246	1148	2135
Phatr3_J47268	620	768	1134	611	819	1091	468	500	660	981
Phatr3_EG00868	414	448	555	360	241	191	399	368	241	138
Phatr3_J47270	2308	2450	3009	2087	1906	1918	2112	2230	2038	1795
Phatr3_J47271	571	558	794	570	544	784	326	475	389	663
Phatr3_J37436	1082	1134	1418	975	3200	4539	1311	1254	1644	1806
Phatr3_J21485	4518	5000	2758	2207	2306	3185	4468	3931	2368	3274
Phatr3_J47273	793	915	1058	757	868	906	751	822	558	680
Phatr3_J54718	856	928	1193	806	995	1456	824	820	1408	1283
Phatr3_J37440	183	174	275	127	134	221	132	93	79	114
Phatr3_EG00888	0	0	0	0	0	0	0	0	0	0
Phatr3_J37441	233	285	416	226	392	510	236	199	174	224
Phatr3_J47275	1506	1606	2099	1361	1803	1831	1365	1422	1385	1002
Phatr3_J37443	399	460	556	379	202	329	268	240	309	433
Phatr3_J47276	1382	1747	1755	1055	883	1119	1069	1012	705	964
Phatr3_J47277	930	1041	1004	827	473	560	720	863	457	606
Phatr3_EG00909	31	1	4	14	12	17	12	10	7	17
Phatr3_J7923	1030	1174	865	627	453	705	1056	1060	572	916
Phatr3_J47278	1187	1497	1613	951	1808	2334	710	782	2082	2744
Phatr3_J47279	1517	1755	6183	4293	5287	6002	1580	4223	5312	6724
Phatr3_J47280	658	824	742	515	601	549	677	805	508	647
Phatr3_J47281	1691	1828	1270	816	499	437	1696	1657	412	672
Phatr3_EG00901	988	1039	1142	742	331	370	572	598	191	581
Phatr3_J47282	675	930	792	555	191	206	645	526	79	144
Phatr3_J37452	744	875	815	565	227	359	417	419	148	313
Phatr3_J47283	2634	3026	3559	2327	1959	2971	2529	2700	3693	3311
Phatr3_J14143	727	775	959	637	1270	1596	721	708	894	822
Phatr3_EG00884	0	0	0	0	0	0	0	0	0	0
Phatr3_J47285	1001	1214	1496	961	874	1108	716	598	517	1029
Phatr3_J37456	63	72	80	46	114	79	48	57	27	51
Phatr3_J14002	1117	1309	1390	943	568	635	889	905	486	748
Phatr3_EG00925	52	88	146	68	557	684	113	87	1812	2062
Phatr3_J47287	160	219	238	154	320	395	170	185	575	716
Phatr3_J37459	454	548	629	366	506	655	433	397	393	368
Phatr3_J37460	193	226	317	193	208	311	154	157	158	201
Phatr3_J47289	532	689	917	638	1613	2281	928	976	315	795
Phatr3_J47290	279	401	147	119	669	797	269	270	174	356
Phatr3_J37463	152	171	134	112	41	47	139	101	28	81
Phatr3_J47291	572	660	731	429	399	534	459	425	226	368
Phatr3_J28620	2260	2595	2863	2040	2391	3391	1912	1974	2158	2671
Phatr3_EG00879	980	1102	1298	813	891	972	780	920	744	762
Phatr3_J37466	332	371	410	359	73	89	352	351	26	53
Phatr3_J47293	380	396	280	233	167	242	315	316	94	186
Phatr3_J37468	1395	1365	1450	1033	1390	1770	1271	1334	1696	2032
Phatr3_J47294	1095	1231	1522	969	1271	1356	857	858	690	950
Phatr3_J7649	308	326	352	278	161	194	373	267	163	221
Phatr3_J47296	132	198	239	123	271	342	196	213	248	258
Phatr3_J47297	1846	2092	2273	1601	2860	3879	1644	1526	1781	2631
Phatr3_J47298	4	4	15	2	253	132	4	11	48	56
Phatr3_EG00914	167	220	315	211	13184	16037	166	154	11266	6911
Phatr3_J47300	62	57	98	74	472	639	46	46	376	280
Phatr3_EG00876	950	1073	1507	1018	2091	2349	1010	1123	1906	1505
Phatr3_J21501	377	517	717	385	378	406	330	451	567	719
Phatr3_J13951	1139	1391	2133	1386	13235	11470	5728	8203	159481	205791
Phatr3_EG02524	266	334	475	258	243	238	220	185	134	261
Phatr3_J14125	0	0	0	0	0	0	0	0	0	0
Phatr3_EG02525	1	0	0	0	0	0	1	3	0	1
Phatr3_J47306	5254	5641	6413	4406	3009	4205	4111	4161	2220	3255
Phatr3_J37482	232	249	85	63	19	10	433	391	9	38
Phatr3_EG02303	1293	1343	1893	1281	833	781	1082	1270	602	658
Phatr3_J47310	785	1009	1181	661	709	1020	710	654	356	512
Phatr3_J21513	4085	4248	4186	3101	1633	1806	3980	4147	1700	2238
Phatr3_J21519	5493	5845	5638	4212	3169	3273	4813	4840	3919	5614
PTsRNA00016a	17	1	13	16	21	30	6	16	9	20
Phatr3_EG00928	184	208	244	198	198	181	171	166	81	124
Phatr3_EG00915	11	16	32	13	7	3	6	10	4	6
Phatr3_J47314	1086	1215	1276	732	62	73	624	640	50	112
Phatr3_J47315	298	374	294	265	302	296	194	142	230	662
Phatr3_EG00900	0	0	0	0	0	0	0	0	0	0
Phatr3_J47316	563	669	706	576	808	1213	507	533	742	1092
Phatr3_J37492	511	614	616	478	820	1250	543	477	636	768
Phatr3_J37493	1354	1535	1798	1138	629	727	1110	1272	333	466
Phatr3_J13855	945	1069	1206	792	498	650	805	787	417	729
Phatr3_J28652	240	277	571	422	601	948	339	267	358	539
Phatr3_J3295	637	719	853	601	678	797	657	674	582	781
Phatr3_EG02018	0	0	0	0	6	1	1	1	0	0
Phatr3_EG02021	0	4	0	0	1	0	0	0	0	1
Phatr3_EG00929	0	0	0	0	0	0	0	0	0	0
Phatr3_J8461	236	224	377	330	363	492	280	211	173	271
Phatr3_J47322	449	559	504	367	113	117	385	369	131	148
Phatr3_J47323	1176	1304	1565	963	1409	1898	1367	1286	987	1302
Phatr3_EG00899	33	10	23	49	12	16	28	70	26	22
Phatr3_J47324	405	482	614	398	2268	2336	370	423	759	597
Phatr3_J47325	389	436	581	406	372	508	325	323	300	339
Phatr3_J47326	344	458	796	445	411	400	279	368	362	370
Phatr3_J47327	2637	2832	2652	1868	2135	2529	2308	2193	1606	1923
Phatr3_J47328	990	1018	939	765	1014	1234	909	772	768	888
Phatr3_J47329	758	740	858	608	1280	1717	653	607	1149	860
Phatr3_EG00886	431	578	773	374	638	717	357	338	440	483
Phatr3_J47331	667	702	806	509	198	72	478	537	160	77
Phatr3_J37509	240	251	296	225	1641	2089	215	232	3878	2351
Phatr3_J47332	728	730	1125	843	2474	2995	1291	1905	16383	10085
Phatr3_EG00924	262	312	420	244	61	80	214	255	18	76
Phatr3_J47334	487	458	464	308	505	731	336	328	319	419
Phatr3_J47335	320	369	421	256	661	720	389	383	539	550
Phatr3_J37514	15	22	20	20	125	159	25	9	187	84
Phatr3_J47336	711	860	990	582	701	790	515	624	518	606
Phatr3_J47337	278	350	631	353	1065	1396	212	130	6	4
Phatr3_J47338	830	889	751	515	643	829	745	636	409	617
Phatr3_J42126	1482	1621	1405	967	814	1136	1256	1220	913	1107
Phatr3_J37519	230	251	262	176	85	138	195	179	89	170
Phatr3_J37520	442	494	420	303	279	350	302	250	233	288
Phatr3_J37521	295	363	556	337	494	543	233	249	326	334
Phatr3_J52208	705	795	1048	672	762	896	622	692	583	630
Phatr3_EG02302	2432	3211	3787	2157	2903	2558	2346	2599	1537	1385
Phatr3_J37525	328	359	522	336	274	405	244	307	193	395
Phatr3_J47341	747	805	1017	767	114	166	423	603	49	207
Phatr3_EG00932	419	576	597	323	423	448	311	345	334	351
Phatr3_J21535	4248	5016	4620	2849	2798	3752	3920	3379	1823	2712
Phatr3_J54726	755	813	1160	913	1108	1251	954	1081	1647	1604
Phatr3_J47345	882	1067	337	198	167	277	909	561	177	360
Phatr3_J47346	866	1107	1375	822	1451	1784	751	845	1038	1317
Phatr3_EG00905	0	0	0	0	0	0	0	0	0	0
Phatr3_J37532	640	781	727	534	478	745	704	583	943	1036
Phatr3_J37533	346	462	327	214	84	123	440	325	114	192
Phatr3_J47347	61	58	30	28	3	8	115	59	16	67
Phatr3_J47348	950	1047	995	624	573	909	791	584	615	793
Phatr3_J47349	101	132	143	91	34	42	61	53	32	68
Phatr3_J47350	114	138	39	29	52	27	146	115	41	55
Phatr3_J47351	383	452	444	237	104	168	366	283	132	321
Phatr3_J47352	27	14	10	6	24	29	21	6	11	16
Phatr3_J47353	498	525	579	380	396	501	414	316	239	389
Phatr3_J21538	234	283	59	32	237	359	390	190	376	587
Phatr3_EG00873	152	146	348	255	862	900	69	152	1189	895
Phatr3_J42129	5465	5917	5911	4011	3881	4421	3931	4222	3119	3848
Phatr3_J37543	171	256	339	189	94	113	213	147	75	94
Phatr3_J47357	622	615	636	384	834	879	711	671	433	716
Phatr3_J37545	333	333	485	276	231	281	228	260	87	154
Phatr3_J47358	62	81	56	33	423	665	62	39	83	195
Phatr3_J37547	362	460	527	399	237	359	291	328	62	157
Phatr3_J47359	189	193	239	173	27	40	128	122	12	53
Phatr3_J37549	1013	1212	1348	911	551	726	704	795	345	606
Phatr3_J47360	415	543	587	357	164	149	429	246	32	21
Phatr3_J47361	1017	1083	1348	890	298	352	894	741	182	277
Phatr3_J21543	556	636	703	445	381	474	587	533	402	423
Phatr3_J47363	486	476	742	637	427	529	339	493	500	655
Phatr3_J13897	470	508	110	78	109	163	311	243	13	10
Phatr3_J47364	309	384	355	226	235	319	420	270	77	74
Phatr3_J37556	324	420	322	182	393	453	269	278	310	327
Phatr3_J47365	2204	2625	2152	1451	1886	2395	1781	2026	1685	2873
Phatr3_J21548	9345	10146	6537	4684	6016	4614	16151	20708	7656	5427
Phatr3_J47367	525	631	879	574	626	676	550	708	538	636
Phatr3_J13921	1124	1337	1623	943	631	860	940	913	866	1274
Phatr3_J2037	1452	1545	1742	1163	1346	1319	1447	1332	1953	1791
Phatr3_J47369	657	796	649	390	181	169	420	406	100	164
Phatr3_EG00877	0	0	0	0	0	0	0	0	0	0
Phatr3_J37562	370	508	537	324	31	54	298	334	296	693
Phatr3_J47370	1265	1567	1939	1081	1356	1212	1290	1364	649	925
Phatr3_J47371	490	521	184	96	334	409	688	434	131	204
Phatr3_EG00931	3911	4252	4169	3243	888	1129	2935	2809	1298	2000
Phatr3_J14003	779	972	1617	946	1226	1294	966	1021	1534	1553
Phatr3_J47373	2791	2919	3341	2366	2120	2727	2190	2465	930	1199
Phatr3_J37567	428	501	480	293	23	54	290	309	74	107
Phatr3_J47374	801	909	1218	819	1250	1559	736	822	728	997
Phatr3_J37569	217	218	352	224	287	453	152	198	135	228
Phatr3_EG00920	823	864	942	626	819	1033	669	685	610	859
Phatr3_EG00940	1751	1937	2070	1478	1543	2188	1582	1607	1340	1879
Phatr3_J21557	653	655	69	59	201	256	987	512	30	150
Phatr3_J37571	295	322	212	122	51	65	409	330	20	179
Phatr3_J37572	1027	1160	1234	885	607	700	1143	1016	318	535
Phatr3_J28684	998	1143	1334	890	736	919	849	929	537	792
Phatr3_EG00926	403	483	446	275	615	792	293	312	352	472
Phatr3_J37575	4	0	0	5	3	1	2	4	0	1
Phatr3_J47378	781	856	747	509	487	547	867	973	559	733
Phatr3_J51058	2221	2348	2348	1774	1971	2886	2089	2137	1413	2148
Phatr3_J37578	530	578	580	384	306	407	438	324	173	317
Phatr3_EG00870	2504	2729	3280	2261	2074	3051	2147	2167	1638	2058
Phatr3_EG00907	491	501	725	421	529	600	390	417	245	393
Phatr3_J37579	1852	2109	1527	1033	758	979	1815	1883	626	1038
Phatr3_EG00934	0	2	0	1	0	0	0	5	0	0
Phatr3_J37580	10	7	11	9	13	20	22	29	33	37
Phatr3_EG00871	31	34	41	34	25	23	13	10	7	15
Phatr3_J28689	574	576	464	290	489	497	578	502	405	535
Phatr3_J28694	14694	16756	12142	8965	614	893	13633	12466	361	1606
Phatr3_J37583	16	28	20	7	37	59	25	17	7	42
EPrPhatr3G00000013086	0	0	0	0	0	0	0	0	0	0
PTsRNA00043a	0	0	0	0	0	0	0	0	0	0
Phatr3_J47382	122	152	204	116	250	248	94	107	110	105
Phatr3_J37585	239	267	355	190	351	449	207	182	206	268
EPrPhatr3G00000013121	0	0	0	0	0	0	0	0	0	0
PTsRNA00041a	0	0	0	0	0	0	0	0	0	0
Phatr3_J47383	346	423	721	486	343	451	343	317	494	644
Phatr3_EG02515	3295	3401	3074	2279	1669	2128	2904	2916	1457	1970
EPrPhatr3G00000013187	0	0	0	0	0	0	0	0	0	0
PTsRNA00042a	0	0	0	0	0	0	0	0	0	0
Phatr3_J37588	511	516	512	383	433	623	398	376	348	422
Phatr3_J14068	375	479	145	116	160	220	306	369	114	298
Phatr3_J37590	433	499	546	371	543	764	307	209	373	570
Phatr3_EG02517	2842	3027	2729	2330	1495	1986	2525	2473	1668	1859
Phatr3_J47387	592	629	679	415	1284	1689	548	590	1215	709
Phatr3_EG02522	3263	3784	3910	2641	2001	2737	3438	3829	2519	2232
Phatr3_J47389	610	675	626	457	85	76	445	425	62	92
Phatr3_J37595	320	305	482	272	628	832	277	239	326	525
Phatr3_EG00880	0	0	0	0	0	0	0	0	0	0
Phatr3_J37596	908	931	612	397	756	924	962	847	537	806
Phatr3_J47390	777	810	1146	751	1108	1175	664	748	1465	1058
Phatr3_J14032	987	1164	512	336	694	797	1331	859	537	814
Phatr3_J47392	753	810	1187	689	340	450	573	568	583	738
EPrPhatr3G00000013136	0	0	0	0	0	0	0	0	0	0
Phatr3_J47393	1744	1911	1788	1371	339	311	1681	1575	346	484
Phatr3_J54731	2705	3170	3331	2586	3104	4397	2550	2871	3824	4611
Phatr3_J37602	41	16	36	18	30	49	25	26	61	116
Phatr3_J47395	2343	2739	4255	3126	232	270	3308	2960	789	1907
Phatr3_EG00897	0	0	0	0	2	0	0	0	0	0
Phatr3_J13890	439	519	491	381	832	1119	406	381	449	667
Phatr3_J47396	593	687	862	540	1047	1357	510	452	437	699
Phatr3_J47397	269	334	368	284	161	231	343	261	61	505
Phatr3_J47398	480	512	724	413	691	698	477	404	538	486
Phatr3_J37608	2470	2841	3351	2368	6105	8263	2149	1994	2337	3308
Phatr3_J47400	10	20	22	9	24	40	13	4	20	87
Phatr3_J47401	1143	1312	1173	961	1268	1622	1193	1245	826	1173
Phatr3_J47402	1628	1872	1465	956	114	171	1458	1045	159	386
Phatr3_J47403	5661	6224	5387	4816	3254	4913	5415	5444	3211	3940
Phatr3_EG00943	19	19	11	7	0	2	12	15	2	5
Phatr3_J47404	171	195	216	139	232	221	135	133	109	121
Phatr3_J6076	998	1070	1047	904	992	1299	910	974	937	1353
EPrPhatr3G00000013152	0	0	0	0	0	0	0	0	0	0
PTsRNA00040a	0	0	0	0	0	0	0	0	0	0
Phatr3_J37615	1124	1059	1214	835	1054	1671	929	904	1010	1205
Phatr3_EG00902	1032	1139	1334	727	532	612	711	777	339	453
Phatr3_J47406	637	651	731	436	421	445	434	421	183	356
Phatr3_J47407	1171	1297	1243	828	1362	1620	897	936	1065	1164
Phatr3_J47408	5378	5860	4938	3347	543	584	3803	3519	798	1363
Phatr3_J21592	4690	5398	3642	2328	448	595	4636	4416	641	1366
Phatr3_J47410	724	775	755	556	1097	1443	586	630	480	764
Phatr3_J14067	660	850	1029	616	782	810	596	510	525	557
Phatr3_J47412	13256	14921	10279	7519	3884	3374	12866	12867	3602	3410
Phatr3_J13895	2629	2849	3211	2713	85	104	2221	2300	929	1482
Phatr3_J14090	736	807	596	388	110	115	514	530	78	166
Phatr3_J28723	889	973	1408	884	723	982	705	693	716	1014
Phatr3_J52223	1693	1861	2396	1502	1123	1545	1010	1245	744	1213
Phatr3_J47416	675	740	759	478	328	360	530	465	280	469
Phatr3_J47417	986	1129	1192	840	378	527	862	856	362	472
Phatr3_J47418	1038	1256	1140	799	244	216	581	687	205	226
Phatr3_EG00923	0	0	0	0	0	0	0	0	0	0
Phatr3_J28730	438	642	691	399	387	545	345	345	461	575
Phatr3_J37632	252	337	468	313	563	686	290	261	750	873
Phatr3_J47420	1055	1378	578	328	1454	1341	1213	936	613	960
Phatr3_J21608	724	800	926	618	753	964	676	704	690	948
Phatr3_J47422	113	129	114	103	205	325	99	115	110	183
Phatr3_J37636	301	312	434	246	439	434	221	237	264	273
Phatr3_J47423	365	466	671	364	201	96	379	411	94	80
Phatr3_J13994	731	832	942	563	874	1044	608	528	450	597
Phatr3_J54738	3249	3754	5005	3519	5691	7811	3440	3569	12385	13681
Phatr3_J47425	1083	1294	1564	1042	857	1142	832	1004	723	930
Phatr3_J47426	447	501	867	810	865	1239	449	685	717	940
Phatr3_EG00945	346	402	451	309	629	785	458	392	803	680
Phatr3_J28737	60619	64519	39497	36033	7873	11148	65534	68037	9562	18331
Phatr3_J47428	451	563	650	333	609	764	358	402	339	561
Phatr3_J28743	820	938	841	635	591	688	687	920	572	731
Phatr3_J47430	1163	1505	1785	1198	858	1058	1224	1408	1671	2034
Phatr3_J47431	553	602	854	571	977	991	405	438	611	803
Phatr3_J47432	487	578	688	430	537	717	459	446	556	556
Phatr3_J37648	432	449	669	389	1653	2058	273	237	1246	1249
Phatr3_J47434	1887	2217	2774	1855	22915	28383	1719	1634	25574	18557
Phatr3_J3267	1151	1258	761	638	431	491	1086	1153	516	680
Phatr3_J47436	793	816	1222	884	1817	2222	743	770	674	1101
Phatr3_J37652	2626	2904	2157	1555	11	10	2522	1950	14	2
Phatr3_J2394	503	604	707	554	172	202	304	485	163	326
Phatr3_J47439	1704	2042	1310	954	421	567	1431	911	449	822
Phatr3_J37655	38	38	15	10	5	23	49	18	12	7
Phatr3_J54743	577	602	688	507	710	727	456	566	532	671
Phatr3_J14149	388	452	376	284	498	597	451	453	505	634
Phatr3_J37658	3224	3444	1762	1875	133	82	10216	10312	3149	5594
Phatr3_J37659	14	28	14	8	3	3	58	26	32	21
Phatr3_EG02015	323	274	190	234	84	71	293	453	107	157
Phatr3_EG02013	1976	2225	2313	1520	944	1139	1761	2462	836	1184
Phatr3_J14096	2908	3122	3699	2758	2212	2014	2307	2888	2343	3083
Phatr3_J47445	770	967	1436	813	682	871	489	630	469	649
Phatr3_J47446	445	546	169	150	555	800	698	489	187	371
Phatr3_J47447	2729	3098	2439	2047	1819	2138	3113	3036	2281	2641
Phatr3_J47448	2163	2476	2970	1880	2268	2586	1816	1952	1923	2586
Phatr3_J47449	2318	2688	3443	2333	996	1374	1885	1872	722	1474
Phatr3_J37667	428	513	1274	809	1624	1526	335	606	5965	7251
Phatr3_EG00875	3469	3834	4002	2758	5357	6174	2850	2823	3633	3852
Phatr3_J14064	1888	1899	1857	1546	496	630	1511	1721	434	882
Phatr3_J13987	635	690	826	552	556	688	427	563	380	593
Phatr3_J37671	2646	2903	2382	1507	1261	1272	4354	4484	2257	2984
Phatr3_J47453	604	751	735	467	382	371	711	703	517	613
Phatr3_EG00912	264	270	266	250	202	238	206	238	121	179
Phatr3_J37674	738	803	686	502	309	372	553	434	43	181
Phatr3_J6789	207	247	348	263	365	543	186	199	514	534
Phatr3_EG02012	1122	1255	1565	1096	1366	1396	905	944	727	830
Phatr3_EG02014	713	860	1015	752	483	511	646	690	319	357
Phatr3_J47458	240	283	350	184	406	504	191	252	246	327
Phatr3_J14138	542	667	302	233	628	839	670	523	490	687
Phatr3_J13975	967	1175	2073	1261	2208	2503	851	624	2178	1754
Phatr3_J13922	512	643	648	360	638	905	446	398	360	427
Phatr3_J37681	409	361	287	312	265	307	375	499	311	477
Phatr3_EG00882	0	0	0	0	0	0	0	0	0	0
Phatr3_J47461	7107	7726	6548	5472	3417	5627	7523	7503	2808	2715
Phatr3_EG00887	813	964	1094	821	1148	1586	749	758	1754	1388
Phatr3_EG00942	646	844	760	412	1452	1864	562	355	1083	1239
Phatr3_J47462	1279	1480	1481	921	1735	1977	1226	1017	1317	2053
Phatr3_EG00889	859	1041	773	508	538	726	825	826	415	718
Phatr3_J13931	634	825	437	341	314	452	704	439	376	595
Phatr3_J47463	1371	1361	1729	1249	1597	2052	1135	1313	939	1161
Phatr3_EG00890	572	694	916	557	1075	1343	462	503	801	1010
Phatr3_EG00869	415	467	577	422	358	438	389	336	404	431
Phatr3_EG00911	221	266	327	201	354	385	154	114	214	189
Phatr3_J51066	11843	15299	13896	8344	1592	2184	11878	10597	1197	2367
Phatr3_J47465	419	467	475	328	160	199	421	449	113	235
Phatr3_J37687	575	674	667	430	543	756	496	465	324	507
Phatr3_J21659	19443	20092	16294	12203	1719	2520	16909	17774	1683	3655
Phatr3_J37689	208	197	244	130	166	216	300	185	86	238
Phatr3_J47467	208	262	307	265	305	402	155	182	213	249
Phatr3_EG02304	519	703	797	455	552	784	424	395	445	586
Phatr3_EG00930	92	137	128	84	111	86	79	129	118	103
Phatr3_J47471	362	481	499	338	101	95	372	392	76	162
Phatr3_J47472	155	150	429	303	347	394	98	175	301	397
Phatr3_J47473	7960	9076	12057	7138	5889	8155	7296	7130	6111	8701
Phatr3_EG02521	248	364	635	305	177	126	230	398	112	98
Phatr3_EG02516	2234	2370	3666	1952	5564	6068	1544	2093	2305	2710
Phatr3_EG02518	2055	2521	2237	1633	1336	1909	1784	1931	1246	1661
Phatr3_EG02523	1547	1695	1701	1252	640	846	1489	1502	764	813
Phatr3_J21664	2084	2546	3184	1903	2035	1996	1885	2158	1254	1343
Phatr3_J21667	4057	4773	3520	2459	2401	2240	4762	4840	1891	2309
Phatr3_J37703	445	517	689	505	459	615	456	386	566	827
Phatr3_J28794	4955	5357	5616	4517	4751	5485	5558	6504	5805	6489
Phatr3_J28797	433	467	368	219	640	1414	1128	310	3014	2927
Phatr3_J47483	1049	1330	2822	1629	7371	10386	614	971	9322	8147
Phatr3_J47484	650	791	652	464	420	721	629	653	368	456
Phatr3_J13877	55486	62261	66987	51742	7346	9535	49698	46759	15540	30989
Phatr3_J13894	4555	5069	5083	3663	1372	2112	4676	4581	1522	683
Phatr3_J14054	1166	1305	952	709	479	533	1094	1004	808	1104
Phatr3_J37711	437	523	641	428	985	1350	359	372	795	1023
Phatr3_J47489	299	351	467	373	747	1021	216	261	368	495
Phatr3_J21682	1222	1399	687	450	822	887	1542	1410	645	830
Phatr3_J37714	142	142	143	83	56	43	102	110	16	48
Phatr3_J47491	1338	1547	1351	1113	516	796	929	995	613	1081
Phatr3_EG00935	0	2	0	0	0	0	1	2	0	1
Phatr3_J47492	4943	6103	4431	3422	1909	2629	5377	5108	2041	3249
Phatr3_J54748	244	327	498	265	287	438	213	253	336	425
Phatr3_J47494	2209	2645	2254	1616	1102	1674	2430	2330	1207	1760
Phatr3_EG00927	799	928	930	570	989	1142	650	632	286	389
Phatr3_J37719	562	631	857	529	861	624	625	748	54	84
Phatr3_J47495	176	186	271	187	299	501	135	153	381	295
Phatr3_J8111	92	96	132	92	2641	3182	52	56	1569	1660
Phatr3_EG00906	352	447	525	288	342	444	341	285	106	145
Phatr3_J47496	757	854	1242	854	907	1297	945	862	1149	1800
Phatr3_J47497	80	91	134	108	207	184	72	66	79	231
Phatr3_J37723	1911	2242	1747	1400	254	416	1347	1376	266	554
Phatr3_J47498	1392	1521	659	546	309	469	1010	825	254	330
Phatr3_J1199	849	1027	1910	1318	3550	3808	774	836	3758	3537
