gene_name	HQ10E1	HQ10E2	HQE1	HQE2	HQ_ST1	HQ_ST2	PWE1	PWE2	PW_ST1	PW_ST2
Phatr3_J46953	66	57	225	152	1579	1321	58	80	1592	1262
Phatr3_J46954	128	139	215	124	212	102	95	132	166	127
Phatr3_J37027	10	8	3	7	19	28	1	6	4	0
Phatr3_J37028	0	0	0	0	0	0	0	0	0	0
Phatr3_J37029	0	2	2	0	2	3	0	0	4	0
Phatr3_EG00819	1	0	0	0	0	0	0	0	0	0
Phatr3_EG00830	0	0	0	0	0	0	0	0	0	0
Phatr3_EG00814	0	0	0	0	0	0	0	0	0	0
Phatr3_EG00832	0	0	0	0	0	0	0	0	0	0
Phatr3_J37030	0	0	0	0	0	3	0	0	4	41
Phatr3_EG00796	0	0	0	0	0	0	0	0	0	0
Phatr3_J21207	203	227	248	150	111	95	145	141	110	121
Phatr3_J7525	3	6	2	7	0	2	5	7	3	4
Phatr3_J51017	365	448	424	300	202	318	358	271	238	383
Phatr3_J46957	1	2	1	1	0	1	1	3	0	1
Phatr3_EG02057	4143	5027	3927	2289	314	467	4087	3653	240	732
Phatr3_EG02055	45	68	187	119	84	71	49	49	46	141
Phatr3_EG01204	1784	1996	1946	1381	1028	846	1484	1425	1173	3411
Phatr3_J46959	953	1019	1139	897	364	477	588	861	208	526
Phatr3_J13835	1261	1280	758	478	879	798	1236	1080	726	763
Phatr3_J37038	3442	3592	2837	2052	66	91	2161	2260	91	218
Phatr3_J13752	98	128	92	65	272	356	195	148	208	151
Phatr3_J13587	3278	3577	3399	2735	2865	3283	4027	4390	5440	5551
Phatr3_J46963	473	653	707	473	397	535	603	583	500	598
Phatr3_J37042	536	646	636	444	583	721	423	371	168	421
Phatr3_EG01159	495	585	610	426	565	815	450	370	419	600
Phatr3_J37043	1016	1086	1228	760	612	716	903	948	601	778
Phatr3_J46965	493	541	899	521	599	675	464	439	754	750
Phatr3_J28348	913	996	1553	999	1614	1960	820	815	1424	1977
Phatr3_J13741	712	818	953	578	1477	1257	563	558	654	838
Phatr3_J46968	341	453	406	226	795	684	276	195	226	376
Phatr3_EG01171	515	649	726	413	398	519	396	435	364	563
Phatr3_J46969	2149	2487	1681	1345	835	1070	2214	2029	421	761
Phatr3_J46970	692	838	1036	633	933	1091	602	631	550	700
Phatr3_J21228	244	270	672	449	257	265	238	669	186	158
Phatr3_J46971	143	135	257	221	236	251	122	329	198	226
Phatr3_J13706	982	1026	1064	818	453	634	860	841	201	617
Phatr3_EG02327	179	224	346	212	1849	1686	175	219	568	1017
Phatr3_J46975	1128	1251	1956	1152	1583	1540	1087	1334	1020	999
Phatr3_EG01219	1372	1549	2019	1421	1181	1118	1210	1368	1002	1165
Phatr3_J46977	0	0	0	0	0	0	0	0	0	1
Phatr3_J37057	0	0	0	0	0	0	0	0	0	0
Phatr3_J37058	44	51	34	43	9	3	54	58	8	8
Phatr3_EG02329	0	0	1	0	0	0	0	0	0	2
Phatr3_J37061	0	0	0	0	0	0	0	0	0	0
Phatr3_EG01178	0	0	0	0	0	0	0	0	0	0
Phatr3_EG01173	0	0	0	0	0	0	0	0	0	0
Phatr3_EG01175	0	0	0	0	0	0	0	0	0	0
Phatr3_EG01183	0	0	0	0	0	0	0	0	0	0
Phatr3_EG01158	0	0	0	0	0	0	0	0	0	0
Phatr3_J37064	0	0	0	0	0	0	0	0	0	0
Phatr3_J46979	780	861	867	621	396	494	599	540	249	522
Phatr3_J28359	29128	33775	33837	20289	3109	4351	24871	24559	2652	6843
PTsRNA00038a	0	0	0	1	0	0	0	0	0	0
EPrPhatr3G00000013105	0	0	0	0	0	0	0	0	0	0
EPrPhatr3G00000013181	0	0	0	0	0	0	0	0	0	0
PTsRNA00039a	0	0	0	0	0	0	0	0	0	0
Phatr3_J37067	1497	1696	1424	1080	344	459	1484	1304	427	650
Phatr3_J21239	8037	9563	9600	6739	9114	12267	6988	6124	6465	9035
Phatr3_J46983	2928	2862	2199	1858	1312	1614	2128	2186	1338	1547
Phatr3_J54677	3749	4068	3222	2168	1351	1475	2276	2143	495	644
Phatr3_J37072	246	228	231	124	271	296	151	104	150	184
Phatr3_J13633	259	323	491	293	639	840	174	206	402	576
Phatr3_J28374	1992	2281	4399	2931	9780	14505	1953	1686	10185	11489
Phatr3_J51024	1214	1206	869	666	203	266	857	839	79	271
Phatr3_EG01164	7312	8233	6768	5673	3533	5483	7396	7158	2457	3811
Phatr3_J46990	1673	1737	1821	1308	873	1124	1532	1547	553	835
Phatr3_J37077	607	615	634	462	590	814	606	514	785	852
Phatr3_J37078	1190	1325	1394	1023	456	499	944	1133	635	985
Phatr3_J46991	2065	2094	2316	1614	3444	4335	2612	2613	5482	4933
Phatr3_J13566	1153	1182	1057	745	998	1336	972	1004	831	1029
Phatr3_J13664	917	1026	740	529	933	921	873	966	600	777
Phatr3_J46993	502	503	105	87	228	223	863	467	222	364
Phatr3_EG01202	6	9	23	15	81	88	7	3	33	41
Phatr3_EG01157	65	51	100	46	220	205	28	44	78	100
Phatr3_J46994	663	806	286	199	744	744	810	584	328	547
Phatr3_J46995	896	1082	1782	1160	1183	1392	786	1187	2195	2492
Phatr3_J13606	544	567	734	489	824	980	543	555	688	880
Phatr3_J37086	885	969	789	573	302	366	594	683	157	335
Phatr3_J37087	339	464	416	290	166	247	326	323	103	231
Phatr3_J13557	544	629	623	487	264	345	590	541	302	432
Phatr3_J46998	998	1054	1385	1048	1551	2099	1004	1032	1302	1827
Phatr3_J46999	554	654	546	372	228	425	608	566	248	565
Phatr3_J47000	756	874	989	677	1186	1611	735	761	548	767
Phatr3_J47001	2730	3185	3234	2429	4176	4899	2773	2798	4345	4153
Phatr3_J37093	569	697	703	421	561	715	469	496	446	553
Phatr3_J13553	1123	1317	1382	937	3732	4338	1263	1457	9861	7279
Phatr3_J13834	818	890	1223	761	984	1348	672	676	1161	1343
Phatr3_J13675	972	1114	736	591	137	164	614	638	168	315
Phatr3_J7626	5183	6073	7253	4668	247	286	3649	3421	1523	3735
Phatr3_J21275	3578	4226	3728	2659	596	938	4204	3689	584	1582
Phatr3_J47005	2636	3006	2296	1774	1172	1416	2071	2081	1342	1931
Phatr3_J47006	8501	9546	8893	6724	203	301	8231	7226	140	280
Phatr3_J47007	848	914	875	712	1576	1642	911	816	995	1109
Phatr3_EG01169	78	100	97	52	28	32	59	45	6	43
Phatr3_J47008	2494	3123	3948	2303	3565	3764	2275	2086	3135	3785
Phatr3_J13789	10552	11602	10411	7619	7654	9164	6325	7770	6808	10141
Phatr3_J13691	1432	1807	1580	943	773	1001	1088	1011	713	1244
Phatr3_J37105	836	1059	1079	626	426	560	630	562	262	416
Phatr3_J47010	3554	4082	3335	2689	1070	1310	3726	3665	1071	1810
Phatr3_J47011	1439	1816	2443	1574	1526	1452	1538	1655	785	907
Phatr3_J47012	2988	3157	3201	2208	1908	1865	2591	2625	1325	1691
Phatr3_J37109	365	433	533	316	325	143	300	339	293	190
Phatr3_EG02526	3473	3576	3760	3348	1342	1627	6005	5150	2166	3971
Phatr3_J37111	455	579	438	343	82	126	547	522	29	95
Phatr3_J47014	633	699	455	289	416	517	581	504	304	487
Phatr3_J47015	671	820	1083	830	2675	3480	837	736	2626	3111
Phatr3_J51026	2196	2389	2083	1621	1030	1473	1896	1622	1023	1561
Phatr3_J47017	610	626	465	373	151	58	787	681	138	83
Phatr3_EG01209	202	307	243	129	205	244	239	172	106	174
Phatr3_J28412	508	571	823	506	461	438	445	496	339	320
Phatr3_J47019	1472	1625	2006	1394	1361	1513	1603	1869	1235	1575
Phatr3_J47020	763	888	1035	808	1585	1916	1006	997	5640	4554
Phatr3_EG01177	132	146	263	174	444	582	141	129	654	434
Phatr3_J47022	2331	2386	2820	2081	1807	1689	2196	2460	1316	1462
Phatr3_J47023	1652	1971	2423	1620	5633	7339	1344	1441	2672	3814
Phatr3_J21290	602	676	646	434	368	503	629	556	225	431
Phatr3_EG01162	408	467	665	457	761	851	380	497	573	622
Phatr3_J47025	669	776	806	634	435	554	627	653	250	289
Phatr3_J37124	374	484	332	214	6	10	464	292	26	108
Phatr3_J47026	98	123	47	34	278	344	184	131	698	485
Phatr3_J47027	2600	2841	1242	915	864	1213	2886	2619	934	1321
Phatr3_J37127	398	563	406	286	19	14	326	272	9	45
Phatr3_J13791	1095	1187	1045	755	1554	2135	977	1088	960	1674
Phatr3_J21296	507	474	1182	849	3268	5023	597	594	2688	4936
Phatr3_J37130	860	1005	1021	716	733	853	689	817	548	898
Phatr3_J37131	3274	3623	2250	1986	852	1062	2947	2617	906	1423
Phatr3_J47032	2139	2351	2071	1746	1836	2637	1781	2053	1869	2265
Phatr3_J37133	322	423	500	260	294	522	323	285	188	254
Phatr3_EG02334	1201	1238	1489	1047	827	896	1139	1153	1147	1120
Phatr3_J37136	527	542	396	321	132	180	478	442	112	244
Phatr3_J13617	51	68	78	43	224	240	103	122	1033	889
Phatr3_EG01174	2499	2779	2955	1790	1541	2190	2253	2191	1470	1823
Phatr3_J47036	1729	1864	2040	1386	1219	1488	1567	1421	1576	1968
Phatr3_J28431	1116	1256	1252	875	785	908	985	999	521	591
Phatr3_J47038	1178	1240	1475	1010	2597	3616	1098	760	2101	2566
Phatr3_J47039	4537	4970	5183	3192	3271	3644	3885	4021	4024	4436
Phatr3_J28433	1434	1560	1702	983	1376	1794	1153	1137	1111	1403
Phatr3_J47041	405	395	520	354	326	536	306	309	291	371
Phatr3_J37144	176	188	250	198	645	825	145	146	590	562
Phatr3_J47042	274	277	309	186	499	508	199	186	290	307
Phatr3_J47043	553	512	648	393	495	696	415	406	106	334
Phatr3_J47045	1148	1358	1385	917	437	499	942	785	161	435
Phatr3_J13582	677	777	1310	813	3586	3531	536	654	2186	1042
Phatr3_EG01184	509	559	583	460	340	545	593	621	667	662
Phatr3_J47047	139	133	237	154	38	17	178	168	31	24
Phatr3_J21316	1177	1378	1159	824	839	1031	1348	1548	719	1259
Phatr3_J47049	268	373	394	234	303	411	267	236	134	191
Phatr3_J47050	335	424	536	329	1058	1369	262	235	489	591
Phatr3_J5419	554	588	767	455	738	719	398	434	292	428
Phatr3_J47052	483	586	831	447	1669	1649	496	469	1053	938
Phatr3_J47053	1127	1218	880	800	110	195	897	976	53	301
Phatr3_J47054	323	301	391	301	272	411	315	332	199	220
Phatr3_EG01214	0	0	0	0	0	0	0	0	0	0
Phatr3_J28445	6654	7641	7842	4836	1438	1995	4095	4007	379	1846
Phatr3_J54686	25054	27170	19191	16685	26045	28493	37670	44623	50482	34703
Phatr3_J47056	598	662	325	225	354	551	779	531	92	259
Phatr3_J47057	943	1075	1285	672	681	742	750	707	563	625
Phatr3_J47058	471	616	80	87	612	745	1013	547	543	936
Phatr3_J47059	294	337	347	238	402	461	284	220	257	327
Phatr3_J37164	538	563	572	501	381	599	480	472	450	517
Phatr3_J47060	641	789	655	507	33	43	538	536	37	102
Phatr3_J47061	554	608	793	512	882	1073	341	414	563	765
Phatr3_J47062	1792	1846	1442	1052	402	363	1190	977	437	571
Phatr3_J21323	14684	16409	14950	9971	2158	3031	12991	12882	1551	3691
Phatr3_J13682	11418	13152	9154	6220	856	1188	11117	9151	636	1489
Phatr3_J13820	485	572	80	86	307	418	893	455	177	458
Phatr3_J37171	3435	3886	5275	3502	706	922	1796	1863	1022	1899
Phatr3_J47067	3935	4356	1803	1311	1467	1570	3934	3637	825	1563
Phatr3_EG01196	0	0	0	0	0	0	0	0	0	0
Phatr3_J47068	883	961	2001	1207	1715	1520	1109	751	1487	1609
Phatr3_J47069	967	996	924	793	393	440	569	732	380	605
Phatr3_J13578	1090	1320	1326	975	757	742	827	976	990	969
Phatr3_EG01188	972	1038	1143	853	749	973	862	955	564	774
Phatr3_J37176	174	173	221	144	147	205	101	127	69	132
Phatr3_J47071	293	308	432	239	506	635	272	243	283	314
Phatr3_J47072	1401	1519	1742	1115	1123	996	1392	1337	814	896
Phatr3_J6626	821	849	989	752	208	301	592	582	191	305
Phatr3_J13757	12	7	8	18	35	31	5	14	47	23
Phatr3_EG01168	0	0	0	0	0	0	0	0	0	0
Phatr3_J37181	279	314	391	237	540	738	216	227	288	366
Phatr3_J47075	536	643	497	399	459	628	533	441	309	450
Phatr3_J47076	330	385	343	279	454	494	242	234	206	140
Phatr3_EG01199	3	7	5	7	59	53	14	5	30	47
Phatr3_EG02330	293	292	357	223	1204	988	245	295	352	559
Phatr3_J13549	592	728	848	560	646	880	529	569	426	666
Phatr3_J47078	186	212	258	170	276	259	122	156	125	166
Phatr3_J47079	840	902	1252	825	238	250	1129	1023	917	1325
Phatr3_J47080	1348	1595	1422	1205	1554	1980	1386	1403	3562	4217
Phatr3_J54688	902	1178	1424	834	424	369	803	730	237	471
Phatr3_J47082	112	161	193	139	61	72	116	117	61	113
Phatr3_J5491	2716	3167	4296	3021	3015	4315	2253	2368	3685	5001
Phatr3_EG01163	0	0	0	0	0	0	0	0	0	0
Phatr3_J47084	328	399	462	323	266	437	329	254	232	345
Phatr3_J47085	754	726	845	590	478	771	609	492	358	553
Phatr3_J21350	5529	5749	6501	4952	1528	1190	7380	9796	7997	6012
Phatr3_J21354	1383	1541	1885	1214	604	827	1384	1446	2388	2341
Phatr3_J28482	1363	1373	1553	1156	1358	1335	1278	1318	1488	1317
Phatr3_J37198	315	408	260	210	42	66	509	411	20	121
Phatr3_J42100	1269	1446	1315	753	769	739	1336	1220	486	494
Phatr3_J47090	402	494	546	436	480	701	417	392	611	869
Phatr3_J37201	1028	1126	1150	781	494	688	818	734	252	493
Phatr3_J37202	229	151	161	145	189	265	160	160	148	222
Phatr3_EG01186	0	0	0	0	0	0	0	0	0	0
Phatr3_J47092	1673	1940	2779	1748	1023	1263	1246	1447	644	1045
Phatr3_J47093	537	586	588	508	284	363	352	422	229	422
Phatr3_J47094	404	408	469	292	303	361	353	283	191	283
Phatr3_J47095	460	536	618	388	281	288	287	341	147	260
Phatr3_J47096	346	471	627	354	147	205	321	219	211	410
Phatr3_J3251	566	596	638	433	277	378	438	515	252	451
Phatr3_J47097	462	520	653	446	2096	3066	362	425	1169	1818
Phatr3_J13622	7492	7802	6396	4986	1736	1757	5726	6240	1522	1925
Phatr3_J47099	2317	2383	2060	1390	989	1441	2247	2106	992	1652
Phatr3_EG01166	171	166	206	154	240	126	127	169	161	117
Phatr3_EG01161	179	196	252	162	329	265	129	161	185	167
Phatr3_EG01180	86	123	124	51	177	247	55	74	126	106
Phatr3_J37212	509	608	792	525	495	717	447	330	363	386
Phatr3_J47101	757	948	1089	674	845	816	572	616	531	681
Phatr3_J13721	451	498	560	393	471	534	393	326	374	465
Phatr3_J37215	538	602	811	553	1621	2145	422	315	715	743
Phatr3_EG01194	0	0	0	0	0	0	0	0	1	2
Phatr3_J47103	62	52	198	211	31	23	67	116	32	18
Phatr3_J47104	3238	3535	2402	1729	58	72	3218	3281	22	41
Phatr3_J37218	1	1	1	0	1	0	0	0	0	1
Phatr3_EG01165	0	0	0	0	0	0	0	0	0	0
Phatr3_J21369	348	487	563	312	628	871	337	261	380	420
Phatr3_J37220	0	0	0	0	0	0	0	0	0	0
Phatr3_EG01190	0	0	0	0	0	0	0	0	0	0
Phatr3_EG02332	0	0	0	1	1	1	0	0	0	0
Phatr3_EG01189	0	0	0	0	0	0	0	0	0	0
Phatr3_J37223	408	476	451	320	176	216	291	250	110	208
Phatr3_J47106	53	84	68	55	47	76	34	26	9	19
Phatr3_EG01176	1	0	0	0	0	2	3	0	8	2
Phatr3_EG01179	0	0	1	0	0	0	0	0	4	2
Phatr3_EG01192	1	5	5	1	1	8	0	1	8	3
Phatr3_EG01210	0	0	0	0	0	0	0	0	0	0
Phatr3_J37225	0	0	0	0	0	0	0	0	0	2
Phatr3_EG01216	0	0	0	0	0	0	0	0	2	2
Phatr3_J37226	0	0	0	0	0	0	0	1	0	0
Phatr3_EG02066	0	0	0	0	0	0	0	0	0	0
Phatr3_EG02068	0	0	0	0	0	0	0	0	0	0
Phatr3_EG02063	0	0	0	0	0	0	0	0	2	0
Phatr3_EG02058	0	0	0	0	0	0	0	0	0	0
Phatr3_EG02065	1	0	1	0	0	0	0	2	0	0
Phatr3_J47107	456	517	569	417	255	331	434	482	232	332
Phatr3_EG02336	434	498	681	423	1081	1177	404	406	948	981
Phatr3_J37232	39	39	56	36	58	60	33	38	18	37
Phatr3_EG01182	0	0	0	0	0	0	0	0	0	0
Phatr3_J47109	54	86	99	77	78	100	51	50	18	49
Phatr3_J37234	153	138	189	160	251	350	140	126	83	146
Phatr3_J47110	1229	1346	1587	1030	710	638	1000	1133	402	509
Phatr3_J13710	257	309	377	250	847	1015	214	223	438	487
Phatr3_J37237	61	80	80	63	426	371	142	107	138	224
Phatr3_J47112	1061	1320	1516	896	1449	1777	763	742	776	1059
Phatr3_J47113	652	677	1275	889	810	666	589	815	789	612
Phatr3_EG01197	54	35	62	41	98	150	29	51	67	89
Phatr3_J37240	0	0	0	0	0	0	0	0	0	0
Phatr3_EG01187	0	0	0	0	0	0	0	0	0	0
Phatr3_EG02059	0	0	0	0	0	0	0	0	0	0
Phatr3_EG02060	0	0	0	0	0	0	0	0	0	0
Phatr3_J47114	781	889	1042	683	2026	1756	727	622	1030	1029
Phatr3_J37243	166	201	231	160	161	297	79	80	43	94
Phatr3_J47115	606	714	868	568	2403	2956	478	516	1307	1142
Phatr3_J47116	858	861	827	555	723	821	797	770	426	467
Phatr3_EG02333	2240	2578	3349	1987	1836	1978	1557	1709	1119	1533
Phatr3_J47119	531	615	756	508	461	542	542	580	836	843
Phatr3_J47120	651	660	594	382	763	691	607	566	414	413
Phatr3_J13590	1425	1551	1623	1184	891	884	1168	1406	680	1043
Phatr3_J47122	1032	1149	1674	968	923	884	914	954	415	458
Phatr3_J47123	309	347	411	250	390	507	296	270	282	399
Phatr3_J37253	430	471	357	219	554	674	368	381	301	442
Phatr3_J37254	421	491	617	336	561	550	313	290	314	332
Phatr3_J13777	2444	2822	2701	1777	1561	1573	2494	3087	1773	1896
Phatr3_J47127	495	526	730	568	455	500	623	669	786	650
Phatr3_J37257	349	405	535	330	542	529	356	436	329	285
Phatr3_J7342	224	336	449	235	254	358	303	222	67	105
Phatr3_J47129	1515	1590	1996	1540	2098	2090	1435	1508	2244	2075
Phatr3_J37260	173	159	132	87	434	554	164	174	280	312
Phatr3_J21379	361	419	548	385	475	576	307	332	307	479
Phatr3_J13581	1943	2143	1295	933	468	421	2100	1822	264	517
Phatr3_J52173	978	1099	913	495	77	85	656	657	112	324
Phatr3_J47133	202	241	261	122	10	21	160	174	7	28
Phatr3_J47134	2420	2748	2849	1776	240	243	1926	1976	195	483
Phatr3_EG01215	0	0	0	0	0	0	0	0	0	0
Phatr3_J37266	141	157	269	185	248	357	123	89	182	218
Phatr3_J37267	104	108	154	100	41	46	94	83	59	136
Phatr3_J37268	1940	2366	2519	1528	125	133	1107	1211	57	320
Phatr3_EG01206	264	260	383	264	694	1056	261	210	788	777
Phatr3_J52174	4745	5289	5813	4335	879	972	6640	7096	398	1061
Phatr3_EG01203	77	102	113	53	173	240	102	52	119	158
Phatr3_J37270	412	512	433	271	185	272	431	314	70	177
Phatr3_J21388	3193	3672	3807	2201	1616	1603	3225	3202	612	859
Phatr3_EG02067	20	23	56	45	23	41	12	16	13	13
Phatr3_EG02061	7	11	51	26	10	20	14	9	8	10
Phatr3_J13779	715	877	857	543	262	480	615	534	177	392
Phatr3_J13838	600	679	916	706	615	950	513	520	567	813
Phatr3_J47140	931	1058	962	612	614	837	898	824	170	607
Phatr3_J47141	242	282	442	313	191	166	245	300	228	187
Phatr3_J47142	489	537	841	517	1321	1304	339	446	915	843
Phatr3_J47143	258	284	374	247	496	531	223	211	333	374
Phatr3_EG02335	5926	6837	8136	4983	2680	2731	5623	6276	1071	1657
Phatr3_J47145	100	60	53	78	42	77	64	92	51	53
Phatr3_EG01185	3	0	0	2	0	1	0	0	0	0
Phatr3_J47146	348	444	564	358	351	418	274	317	457	528
Phatr3_J13725	1876	2193	2061	1491	1434	1941	1834	1899	873	1180
Phatr3_J37283	1221	1393	1224	906	3087	3446	2618	1842	4351	4106
Phatr3_J47148	928	1148	1366	941	718	1058	794	1072	774	1146
Phatr3_J47149	242	256	380	211	370	410	159	171	235	187
Phatr3_J47150	1042	1215	1420	866	779	1246	1134	1304	1064	708
Phatr3_J54699	2105	2474	2831	1769	1721	2373	2107	2033	1428	1828
Phatr3_J47152	103	70	64	100	51	68	123	158	9	84
Phatr3_EG01211	0	0	0	0	0	0	0	0	0	0
Phatr3_J2208	690	894	1058	704	366	477	697	756	345	492
Phatr3_J47154	1001	1078	1305	799	837	1068	709	794	572	864
Phatr3_J37291	447	538	342	212	252	383	438	382	198	436
Phatr3_J47155	908	1158	1589	934	1128	1386	870	1025	1213	1545
Phatr3_J8301	1601	1934	1695	1320	452	559	1076	1158	390	632
Phatr3_J47157	435	463	1000	657	1178	1703	252	325	1175	1006
Phatr3_J47158	485	523	629	419	165	269	270	325	309	323
Phatr3_EG02064	3491	3917	3507	2579	975	1080	2876	3200	753	910
Phatr3_EG02062	5940	6568	5580	4391	998	1384	5914	6344	454	1977
Phatr3_J37297	0	0	0	0	0	0	0	0	0	0
Phatr3_J47160	316	316	346	226	246	285	298	269	104	92
Phatr3_EG02056	0	0	0	0	0	0	0	0	2	0
Phatr3_EG02054	0	0	0	0	0	0	0	0	0	0
Phatr3_EG01160	0	0	0	0	0	0	0	0	0	0
Phatr3_EG01193	0	0	0	0	0	0	0	0	0	0
Phatr3_EG01191	0	0	0	0	0	0	0	0	0	0
Phatr3_EG01217	0	0	0	0	1	0	0	0	0	0
Phatr3_EG01201	1	0	0	0	0	4	0	0	0	2
Phatr3_EG01213	0	0	0	0	0	0	0	0	0	0
Phatr3_EG01218	0	0	0	0	0	0	0	0	0	0
Phatr3_J37300	0	0	0	0	0	0	0	0	0	0
Phatr3_J47161	355	414	471	291	179	217	303	309	206	249
Phatr3_EG01200	2896	3389	3060	2317	1093	1754	3363	3274	1041	2053
Phatr3_J47163	279	346	452	282	211	337	324	292	116	259
Phatr3_J47164	519	667	837	610	707	840	625	683	586	767
Phatr3_J37305	1173	1418	1372	808	203	374	1331	1219	156	91
Phatr3_J47165	566	800	793	462	644	867	510	509	465	677
Phatr3_J47166	138	153	205	176	66	97	152	148	235	249
Phatr3_J28533	1774	2366	2764	1590	3552	4888	1877	1879	2019	2597
Phatr3_J47167	179	215	351	171	571	580	258	234	191	299
Phatr3_J47168	530	637	662	359	402	454	400	406	219	463
Phatr3_J21410	1206	1371	1515	1009	1057	1397	1304	1297	441	1134
Phatr3_J47169	127	135	196	126	166	176	127	90	164	107
Phatr3_EG01167	0	0	0	0	0	0	0	0	0	0
Phatr3_J47170	123	191	127	81	267	477	137	125	222	300
Phatr3_J47171	203	297	421	249	434	708	183	162	315	426
Phatr3_J47172	314	473	484	325	351	415	243	292	235	300
Phatr3_J4896	1091	1335	1589	1093	961	1069	997	1131	841	1134
Phatr3_J47174	148	187	234	157	362	461	164	154	534	604
Phatr3_J47175	362	446	768	399	1643	2201	509	646	1381	1661
Phatr3_J47176	882	1056	1375	872	527	743	654	720	245	374
Phatr3_EG01208	684	768	594	446	491	814	734	650	587	689
Phatr3_EG01156	0	0	0	0	0	0	0	0	0	0
Phatr3_J47178	8104	9231	8802	6605	2530	3710	6573	5562	2529	4432
Phatr3_J47179	726	798	680	433	29	14	407	372	19	118
Phatr3_J47180	902	1062	1028	790	649	742	831	790	512	724
Phatr3_J47181	2703	2900	970	721	151	204	2311	1825	89	197
Phatr3_J47182	834	1011	1017	667	645	504	694	606	391	346
Phatr3_J47183	1408	1646	1584	1122	479	551	1873	1764	134	392
Phatr3_J47184	2405	2721	2610	1888	1186	1177	2385	2451	1039	1103
Phatr3_J47185	295	334	310	193	146	177	299	340	90	156
Phatr3_EG01195	2	1	1	0	8	7	2	2	1	5
Phatr3_EG01207	22	24	40	19	54	83	17	27	26	43
Phatr3_J37328	56	89	112	93	78	165	42	66	57	102
Phatr3_J47186	2487	2781	3180	1966	1546	1688	1906	2150	1298	1472
Phatr3_J47187	1577	1862	1336	810	518	684	1340	1198	281	663
Phatr3_J42104	12135	13202	10235	7469	4071	5790	10847	10621	2521	2899
Phatr3_J47188	1617	1942	2104	1326	1884	1717	1406	1064	969	979
Phatr3_J54703	556	607	769	463	896	1073	499	450	423	487
Phatr3_J13700	334	472	429	342	443	733	360	322	424	510
Phatr3_J21420	1925	2138	1662	1083	344	394	2077	2006	276	533
Phatr3_J7072	506	548	697	443	1396	1745	438	348	1053	1415
Phatr3_J47192	6325	6847	7741	5880	1947	2293	5330	6198	3612	4863
Phatr3_J47193	3055	3343	3727	2663	1480	1830	2992	2902	1647	2031
Phatr3_EG01198	385	408	474	312	298	375	306	297	211	149
Phatr3_EG01181	1962	2258	2784	1617	1381	1681	1542	1508	962	1348
Phatr3_J28551	4125	4415	4126	2818	1553	1588	3357	3676	1035	1373
Phatr3_EG01212	356	460	661	361	1	2	224	254	4	4
Phatr3_J21430	3250	3804	2588	2037	1762	2642	3263	2771	1877	2486
Phatr3_J37341	7426	8489	6714	4969	1023	2152	9171	9517	10247	10123
Phatr3_J13602	946	1027	1125	859	775	1379	743	924	1063	1179
Phatr3_J47198	376	432	203	126	556	806	455	360	277	604
Phatr3_EG01205	439	493	615	465	473	752	539	554	505	1396
Phatr3_J47199	707	811	808	640	727	1083	630	627	619	825
Phatr3_J47200	467	480	271	242	634	1040	474	422	522	1498
Phatr3_J51040	2153	2645	3872	2157	4179	4003	1850	2187	2288	2329
Phatr3_J47203	1805	1975	2599	1748	2267	3243	2160	2523	4782	5029
Phatr3_J28562	9943	11228	7140	5539	1223	2005	9734	8965	1017	2402
Phatr3_J47205	243	354	339	212	18	21	211	174	25	79
Phatr3_EG02331	1386	1657	1874	1174	729	851	1255	1183	518	666
Phatr3_J21441	103	115	133	88	361	367	108	105	874	707
Phatr3_J37354	32	19	35	24	5	3	13	8	2	10
Phatr3_J13643	347	456	485	285	522	699	246	227	314	464
Phatr3_J47209	612	658	914	573	795	903	574	665	780	891
Phatr3_J28568	1237	1462	1729	1028	574	692	1515	1486	415	502
Phatr3_J47212	541	655	540	408	601	973	602	517	480	831
Phatr3_J13662	10191	11017	8482	7235	6461	7985	9200	9922	7774	9970
Phatr3_J47215	1646	1844	1778	1309	2108	2674	1797	1924	2305	3653
Phatr3_J37363	623	730	880	606	692	941	674	581	455	709
Phatr3_J47216	486	574	525	485	578	739	339	328	266	753
Phatr3_J47217	99	95	89	35	91	143	35	51	65	142
Phatr3_J47218	624	594	667	511	248	303	475	468	190	230
Phatr3_J37367	596	720	394	326	248	284	931	613	97	52
Phatr3_EG02328	231	272	287	253	195	269	292	306	221	410
Phatr3_J28577	906	863	1109	731	869	1067	816	816	646	1028
Phatr3_J37371	973	1115	979	683	1009	1411	1058	1005	1573	1633
Phatr3_J37372	718	910	972	607	1134	1757	723	697	851	1113
Phatr3_J47222	408	509	458	245	639	814	363	315	372	583
Phatr3_J47223	467	598	567	394	463	614	386	371	298	413
Phatr3_J47224	308	390	484	268	488	558	232	272	324	438
Phatr3_EG01172	1077	1342	1472	877	922	1267	875	918	631	1014
Phatr3_J47226	2090	2423	2497	1648	1148	1215	1694	1796	847	1101
Phatr3_J47227	572	666	808	558	590	668	460	496	384	552
Phatr3_J21455	2972	3408	3012	2113	311	329	1791	1674	141	556
Phatr3_J47229	1752	2143	1959	1123	176	199	1355	1319	177	515
Phatr3_J47230	1585	1851	1782	1126	944	862	1386	1198	647	656
Phatr3_J47231	1718	1709	1960	1263	1090	927	1547	1463	623	722
Phatr3_J47232	1398	1760	1891	1184	2836	2670	1382	1425	1381	1259
Phatr3_J47233	809	906	1119	728	1323	1218	966	876	807	868
